130;FLAG;;;UFFICIO TAGLIO CANNELLO;;HP;LaserJet 1200;20/07/2015;1;;20/08/2015;500;;
131;FLAG;;;UFFICIO AMMINISTRATORE DELEGATO;;HP;LaserJet 1022;20/07/2015;18.334;;;;;
132;FLAG;;;UFFICIO MARCHI COMMERCIALE;;HP;LaserJet P2014;20/07/2015;51.882;;;;;
133;FLAG;;;UFFICIO FERRONATO COLLAUDO;;HP;LaserJet 1320;20/07/2015;55.277;;;;;
134;FLAG;;;UFFICIO COLLAUDO;NON TROVATA;HP;DeskJet 1280;;;;;;;
135;FLAG;;;UFFICIO CONTROLLO QUALITA';;KYOCERA;FS-6950DN;01/07/2015;193.667;;10/07/2015;194.119;;10.10.7.101
136;FLAG;;;SALA SERVER;;BROTHER;BROTHER FAX 2825;20/07/2015;8.335;;;;;
137;FLAG;;;SALA SERVER;;BULL COMPUPRINT;BULL 4/64;;;;;;;
138;FLAG;;;SALA SERVER;;BULL COMPUPRINT;BULL 4/64;;;;;;;
139;FLAG;;;SALA SERVER;ROTTAMATA;OLIVETTI;D-COPIA 35;;;;;;;
140;FLAG;;;UFFICIO PERSONALE;;HP;LaserJet 6L;20/07/2015;1;;20/08/2015;500;;
141;FLAG;;;UFFICIO PERSONALE;;OKI;OKI MICROLINE 395;;;;;;;
142;FLAG;;;UFFICIO AMMINISTRAZIONE;NON TROVATA;HP;LaserJet 1022;;;;;;;
143;FLAG;;;UFFICIO AMMINISTRAZIONE;DISMESSA;HP;DeskJet 1220C;;;;;;;
144;FLAG;;;UFFICIO ACQUISTI;;HP;LaserJet 1320;20/07/2015;42.828;;;;;
145;FLAG;;;UFFICIO ACQUISTI;;KYOCERA;Ecosys FS1325MFP;20/07/2015;127;;;;;
146;FLAG;;;UFFICIO AMMINISTRAZIONE SACCHETTO;;HP;LaserJet P2014;20/07/2015;86.802;;;;;
147;FLAG;RESA RIPARATA;;UFFICIO SACCHETTO;NON TROVATA;OKI;OKI MICROLINE 395;;;;;;;
148;FLAG;;;UFFICIO COMMERCIALE;;HP;DeskJet D4260;20/07/2015;1;;20/08/2015;500;;
149;FLAG;;;UFFICIO COMMERCIALE;Pitteri;HP;LaserJet 1100;20/07/2015;1;;20/08/2015;500;;
150;FLAG;;;UFFICIO COMMERCIALE;;BULL COMPUPRINT;BULL 4/64;;;;;;;
151;FLAG;;;UFFICIO COMMERCIALE;;BULL COMPUPRINT;BULL 4/64;;;;;;;
152;FLAG;;;UFFICIO COMMERCIALE;;HP;LaserJet 5000N;01/07/2015;475.339;;11/07/2015;475.571;;10.10.7.103
153;FLAG;;;UFFICIO MANUTENZIONE IMPIANTI;ROTTAMATA;OLIVETTI;D-COPIA 9017;;;;;;;
154;FLAG;;;UFFICIO MODELLERIA;;KYOCERA;FS-6950DN;20/07/2015;22.899;;;;;
155;FLAG;;;UFFICIO MANUTENZIONE IMPIANTI;ROTTAMATA;HP;LaserJet 5;;;;;;;
156;FLAG;;;UFFICIO MODELLERIA;NON TROVATA;HP;LaserJet 1100;;;;;;;
157;FLAG;;;UFFICIO MODELLERIA;;HP;LaserJet 5N;20/07/2015;1;;20/08/2015;500;;
158;FLAG;;;UFFICIO ACCIAIERIA;;EPSON;EPSON LX 400;20/07/2015;1;;20/08/2015;500;;
159;FLAG;;;UFFICIO ACCIAIERIA;;HP;LaserJet 1100;20/07/2015;1;;20/08/2015;500;;
160;FLAG;;;SALA SERVER;;Konica Minolta;Bizhub C 353;01/07/2015;260.522;131658;11/07/2015;263.517;132.634;10.10.7.250
161;FLAG;;;UFFICIO FINITURA;Cestaro;OLIVETTI;d-Copia 303MF;01/07/2015;72.241;;11/07/2015;73.535;;10.10.7.92
162;FLAG;;;UFFICIO TECNICO;;KYOCERA;KM-2550;01/07/2015;477;;11/07/2015;732;;10.10.7.12
163;FLAG-IFI;;;INGRESSO;;Konica Minolta;Bizhub C 253;01/07/2015;180.860;40219;11/07/2015;181.264;40.479;10.10.7.196
164;CIVIDALE SPA;;PIANTERRENO;CED;;INFOPRINT;INFOPRINT 6500;;;;;;;
165;CIVIDALE SPA;;PIANTERRENO;CED;ROTTAMATA;LANIER;7320 COPIER;;;;;;;
166;CIVIDALE SPA;;PIANTERRENO;CED;E.VIRGOLIN;COMPUPRINT;COMPUPRINT 4/41;;;;;;;
167;CIVIDALE SPA;;PIANTERRENO;CED;PAVIOTTI;BROTHER;FAX2820;22/07/2015;9.468;;;;;
168;CIVIDALE SPA;;PIANTERRENO;CED;;OKI;OKI C3450;22/07/2015;70.616;35008;;;;10.10.1.221
169;CIVIDALE SPA;;PIANTERRENO;CED;C.IOB;FUJITSU;FUJITSU DL 7400;;;;;;;
170;CIVIDALE SPA;;PIANTERRENO;CED;N.PAVIOTTI;OLIVETTI;D-COPIA 403MFen;03/07/2015;63.744;;10/07/2015;64.116;;10.10.1.63
171;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;L.ROMANELLO;HP;DeskJet 840C;22/07/2015;1;;22/08/2015;500;;
172;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;A.ZUCCO;OKI;OKI MICROLINE 340;;;;;;;
173;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;A.ZUCCO;OLIVETTI;PG L2040;01/07/2015;703.019;;11/07/2015;707.234;;10.10.1.68
174;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;L. ANTONIA COMI;OKI;OKI C3450;01/07/2015;51.251;;11/07/2015;51.484;;10.10.1.226
175;CIVIDALE SPA;GPCOUNT;;GP COUNT;GPCOUNT;OKI;OKI C3450;01/07/2015;70.175;;11/07/2015;70.343;;10.10.1.227
176;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;E.VARUTTI;OLIVETTI;PG L2040;01/07/2015;315.257;;10/07/2015;317.609;;10.10.1.220
177;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;F.ROMANUTTI;OLIVETTI;PG L2040;01/07/2015;107.656;;11/07/2015;108.232;;10.10.1.37
178;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;ROTTAMATA;RICOH;RICOH FT7650 (Da Rottamare);;;;;;;
179;CIVIDALE SPA;;2 PIANO;UFFICIO PESONALE;;Konica Minolta;Bizhub 501;01/07/2015;117.522;;10/07/2015;118.256;;10.10.1.160
180;CIVIDALE SPA;;2 PIANO;AMMINISTRAZIONE;M.T.ZILLI;BULL COMPUPRINT;BULL COMPUPRINT 970;;;;;;;
181;CIVIDALE SPA;;2 PIANO;AMMINISTRAZIONE;M.T.ZILLI;OLIVETTI;PG L2040;22/07/2015;108.803;;;;;
182;CIVIDALE SPA;;2 PIANO;UFFICIO ACQUISTI;ROTTAMATA;KYOCERA;FS-3900DN;;;;;;;
183;CIVIDALE SPA;;3 PIANO;SEGRETERIA;G. RIGO;KYOCERA;FS-1370DN;22/07/2015;98.448;;;;;
184;CIVIDALE SPA;;3 PIANO;SEGRETERIA;NON TROVATA;OLIVETTI;MULTIFUNZIONE;;;;;;;
185;CIVIDALE SPA;;3 PIANO;SEGRETERIA;;OLIVETTI;d-Color MF25;22/07/2015;130.621;43530;;;;10.10.1.207
186;CIVIDALE SPA;;3 PIANO;SEGRETERIA;F.ZERILLI;HP;DeskJet 815C;22/07/2015;1;;22/08/2015;500;;
187;CIVIDALE SPA;;3 PIANO;DIREZIONE;C.VALDUGA;HP;DeskJet 840C;;;;;;;
188;CIVIDALE SPA;;3 PIANO;DIREZIONE;G.CANZUTTI;HP;LaserJet 1100;22/07/2015;1;;22/08/2015;500;;
189;CIVIDALE SPA;dcf;3 PIANO;DIREZIONE;C.ROSSI;HP;DeskJet 840C;22/07/2015;1;;22/08/2015;500;;
190;CIVIDALE SPA;;3 PIANO;DIREZIONE;C.ROSSI;OKI;OKI MICROLINE 395;22/07/2015;1;;22/08/2015;500;;
191;CIVIDALE SPA;;3 PIANO;DIREZIONE;B.PAGNUTTI;HP;OFFICEJET 6100;22/07/2015;1;;22/08/2015;500;;
192;CIVIDALE SPA;;3 PIANO;DIREZIONE;B.PAGNUTTI;HP;DeskJet 1280;22/07/2015;1;;22/08/2015;500;;
193;INOSSMAN;;;DIGEN;;HP;OFFICEJET 7000;;;;;;;
194;INOSSMAN;;;AMMINISTRAZIONE;non trovata;OKI;OKI MICROLINE 5591;;;;;;;
